,Title,Author,Subject1,Subject2,Subject3,Num_Downloads,Word_Count,Language,Release_Date
2498,Le commedie - lo astrologo,Giambattista della Porta,Italian drama,NA,NA,7,22901,Italian,2007-09-04
2499,La crisi: commedia in tre atti,Marco Praga,Italian drama -- 20th century,NA,NA,0,17505,Italian,2007-09-04
2500,The Works of William Hogarth: In a Series of Engravings,John Trusler,"Hogarth, William, 1697-1764",NA,NA,97,41819,English,2007-09-04
2501,Fino a Dogali,Alfredo Oriani,Essays,NA,NA,1,85352,Italian,2007-09-04
2502,Economisti del cinque e seicento,"Montanari, Scaruffi, and Serra",Money,Economics,NA,10,134340,Italian,2007-09-04
2503,Piccoli eroi: Libro per i ragazzi,Virginia Treves,Children -- Conduct of life -- Juvenile fiction,Brothers and sisters -- Juvenile fiction,NA,4,47679,Italian,2007-09-04
2504,Il mistero del poeta,Antonio Fogazzaro,Fiction,NA,NA,3,59985,Italian,2007-09-04
2505,Riconciliazione,Tommasina Guidi,Fiction,NA,NA,0,4113,Italian,2007-09-04
2506,Le tre valli della Sicilia,Gaetano Sangiorgio,Fiction,NA,NA,13,17082,Italian,2007-09-04
2507,Romanzo d'una signorina per bene,Anna Vertua Gentile,Fiction,NA,NA,10,30181,Italian,2007-09-04
2508,Nova Castro: tragedia,João Baptista Gomes Júnior,"Castro, Inês de, -1355 -- Drama",NA,NA,6,15561,Portuguese,2007-09-04
2509,O poeta Chiado,Alberto Pimentel,"Chiado, António Ribeiro, approximately 1520-1591",NA,NA,7,11281,Portuguese,2007-09-04
2510,Documentary History of the Rio Grande Pueblos of New Mexico; I. Bibliograph,cumentary History of the Rio Grande Pueblos of New Mexico; I. Bibliographic,Pueblo Indians,Indians of North America -- New Mexico,NA,10,10808,English,2007-09-04
2511,Rollo on the Rhine,Jacob Abbott,Rhineland (Germany) -- Description and travel -- Juvenile literature,NA,NA,18,43068,English,2007-09-05
2512,The Stutterer,Reuben Merliss,Science fiction,Short stories,Robots -- Fiction,30,10114,English,2007-09-05
2513,Sense from Thought Divide,Mark Clifton,Science fiction,Parapsychology -- Fiction,NA,13,13201,English,2007-09-05
2514,Perth'in kaupungin kaunotar,Walter Scott,Historical fiction,Merchants -- Fiction,Social classes -- Fiction,6,146436,Finnish,2007-09-05
2515,"The Modern Scottish Minstrel, Volumes 1-6.",Charles Rogers,Scotland -- Poetry,"Songs, Scottish Gaelic -- Texts",Scottish Gaelic poetry -- Translations into English,54,15956,English,2007-09-05
2516,Ehstnische Märchen. Zweite Hälfte,Friedrich Reinhold Kreutzwald and F. Löwe,Folklore -- Estonia,Tales -- Estonia,NA,5,71843,German,2007-09-05
2517,Deutsche Literaturgeschichte in einer Stunde,Alfred Henschke,German literature -- History and criticism,NA,NA,53,25923,German,2007-09-05
2518,Quaint Epitaphs,Various,Epitaphs,NA,NA,17,7870,English,2007-09-05
2519,Christmas Every Day and Other Stories,William Dean Howells,Short stories,Christmas stories,NA,22,18627,English,2007-09-05
2520,Cattle and Cattle-breeders,William McCombie,Cattle -- Breeding,Cattle breeders,NA,12,52599,English,2007-09-05
2521,The Young Acrobat of the Great North American Circus,Jr. Horatio Alger,Inheritance and succession -- Fiction,Conduct of life -- Fiction,Circus -- Fiction,63,49346,English,2007-09-05
2522,Artists' Wives,Alphonse Daudet,Short stories,NA,NA,55,26298,English,2007-09-05
2523,The History of the American Expedition Fighting the Bolsheviki,Lewis E. Jahns et al.,"World War, 1914-1918 -- United States",Soldiers -- United States -- Biography,"World War, 1914-1918 -- Russia (Federation) -- Arkhangelʹsk",91,147678,English,2007-09-05
2524,The Hunters,Joseph Samachson,Science fiction,Short stories,NA,20,5150,English,2007-09-06
2525,John Lyly,John Dover Wilson,"Lyly, John, 1554?-1606 -- Criticism and interpretation",NA,NA,46,44952,English,2007-09-06
2526,Cubs of the Wolf,Raymond F. Jones,Science fiction,NA,NA,13,16860,English,2007-09-06
2527,Beyond the Vanishing Point,Ray Cummings,Science fiction,NA,NA,91,28298,English,2007-09-06
2528,Cerddi'r Mynydd Du,called G. ap Lleision W. Griffiths and Llew Morgan,Welsh poetry,NA,NA,14,9160,Welsh,2007-09-06
2529,"The Twelve Labours of Hercules, Son of Jupiter & Alcmena",Anonymous,Stories in rhyme,Hercules (Roman mythology) -- Poetry,NA,56,719,English,2007-09-06
2530,From Place to Place,Irvin S. Cobb,Fiction,Short stories,NA,23,95250,English,2007-09-06
2531,Amores: Poems,D. H. Lawrence,Poetry,NA,NA,57,12122,English,2007-09-07
2532,Mary Louise and Josie O'Gorman,Emma Speed Sampson,Fiction,NA,NA,23,39978,English,2007-09-07
2533,Life of Schamyl,J. Milton Mackie,"Shamil, Imam, 1798?-1871",Caucasus -- History,NA,11,52607,English,2007-09-07
2534,A Biographical Sketch of the Life and Character of Joseph Charless,Charless,"Charless, Joseph, 1772-1834",Printing -- Missouri -- Saint Louis -- History,NA,3,46568,English,2007-09-06
2535,"Rubáiyát of Omar Khayyám, and Salámán and Absál","Emerson, Jami, and Omar Khayyam",Persian poetry -- Translations into English,NA,NA,126,21562,English,2007-09-07
2536,"Jane Austen, Her Life and Letters: A Family Record",Austen-Leigh and Austen-Leigh,"Novelists, English -- 19th century -- Family relationships","Austen, Jane, 1775-1817","Austen, Jane, 1775-1817 -- Family",100,136803,English,2007-09-07
2537,Mr. Dooley in Peace and in War,Finley Peter Dunne,"Humorous stories, American",Irish Americans -- Fiction,"Dooley, Mr. (Fictitious character) -- Fiction",16,44153,English,2007-09-07
2538,The Devil's Asteroid,Manly Wade Wellman,Science fiction,NA,NA,28,9938,English,2007-09-08
2539,Rock A Bye Library: A Book of Fables,Unknown,Conduct of life -- Juvenile fiction,Children's stories,Fables,18,1589,English,2007-09-08
2540,The K-Factor,Harry Harrison,Science fiction,NA,NA,54,9834,English,2007-09-08
2541,The Misplaced Battleship,Harry Harrison,Science fiction,NA,NA,82,11256,English,2007-09-08
2542,Jesus the Christ,James E. Talmage,Jesus Christ -- Biography,Jesus Christ -- Mormon interpretations,Christian biography -- Palestine,383,305259,English,2007-09-08
2543,L'art et maniere de semer,David Brossard,Fruit-culture,NA,NA,7,13911,French,2007-09-08
2544,A World is Born,Leigh Brackett,Science fiction,NA,NA,36,8110,English,2007-09-08
2545,Warning from the Stars,Ron Cocking,Science fiction,Short stories,NA,16,6249,English,2007-09-09
2546,The Reign of Mary Tudor,James Anthony Froude,"Mary I, Queen of England, 1516-1558","Great Britain -- History -- Mary I, 1553-1558",NA,68,156571,English,2007-09-09
2547,"The Rover Boys on Treasure Isle; or, The Strange Cruise of the Steam Yac","e Rover Boys on Treasure Isle; or, The Strange Cruise of the Steam Yacht",Yachts -- Juvenile fiction,Treasure troves -- Juvenile fiction,Brothers -- Juvenile fiction,32,58333,English,2007-09-09
2548,Choix de Poesies: A Collection of French Poetry for Memorizing,M.-L. Milhau,French poetry,NA,NA,10,11303,French,2007-09-09
2549,Space Prison,Tom Godwin,Science fiction,NA,NA,126,54521,English,2007-09-09
2550,"Old Mackinaw; Or, The Fortress of the Lakes and its Surroundings",Strickland,Mackinac Island (Mich. : Island) -- History,Michigan -- History,Great Lakes (North America),24,85416,English,2007-09-09
2551,Ménagerie intime,Théophile Gautier,Domestic animals,Animals -- Biography,NA,19,14628,French,2007-09-09
2552,Histoire de France 1305-1364 (Volume 4/19),Jules Michelet,France -- History,NA,NA,21,94169,French,2007-09-09
2553,Memoirs of the Court of George IV. 1820-1830 (Vol 1),Buckingham and Chandos,"Great Britain -- History -- George IV, 1820-1830",NA,NA,19,129924,English,2007-09-09
2554,As It Was in the Beginning,Philip Verrill Mighels,Shipwreck survival -- Fiction,Islands -- Fiction,Robinsonades,11,94214,English,2007-09-09
2555,Sprookjes: Tweede verzameling,Jacob Grimm and Wilhelm Grimm,Fairy tales -- Germany,NA,NA,53,59625,Dutch,2007-09-09
2556,Cymbeline,William Shakespeare,Fathers and daughters -- Drama,Married people -- Drama,"Great Britain -- History -- Roman period, 55 B.C.-449 A.D. -- Drama",3,20697,Finnish,2007-09-10
2557,Canada,John George Bourinot,Canada -- History,NA,NA,98,116262,English,2007-09-10
2558,Abrégé de l'Histoire Générale des Voyages (Tome 1),Jean-François de La Harpe,Voyages and travels,NA,NA,15,90482,French,2007-09-10
2559,The Day of the Boomer Dukes,Frederik Pohl,Science fiction,Time travel -- Fiction,NA,17,8097,English,2007-09-10
2560,The Worshippers,Damon Knight,Science fiction,NA,NA,45,9119,English,2007-09-10
2561,Tame Animals,Anonymous,Domestic animals -- Juvenile literature,NA,NA,31,914,English,2007-09-10
2562,De Werken van William Shakespeare,L. A. J. Burgersdijk,"Shakespeare, William, 1564-1616",NA,NA,28,70693,Dutch,2007-09-10
2563,"Punch, or the London Charivari, Vol. 146, January 28, 1914",Various,English wit and humor -- Periodicals,NA,NA,8,12886,English,2007-09-10
2564,"Great Artists, Vol 1.: Raphael, Rubens, Murillo, and Durer",Jennie Ellis Keysor,Artists,NA,NA,36,25055,English,2007-09-10
2565,"From Farm to Fortune; or, Nat Nason's Strange Experience",Jr. Horatio Alger,Orphans -- Fiction,City and town life -- Fiction,Conduct of life -- Fiction,36,46425,English,2007-09-10
2566,Dorothy and the Wizard in Oz,L. Frank Baum,Oz (Imaginary place) -- Juvenile fiction,Fantasy literature,Friendship -- Juvenile fiction,518,42486,English,2007-09-10
2567,"History of the United States, Volume 2",Elisha Benjamin Andrews,United States -- History,NA,NA,29,42275,English,2007-09-10
2568,Blue Aloes: Stories of South Africa,Cynthia Stockley,South Africa -- Social life and customs -- Fiction,NA,NA,4,101755,English,2007-09-10
2569,The Listeners and Other Poems,Walter De la Mare,Poetry,NA,NA,33,7552,English,2007-09-10
2570,Wo Gritlis Kinder hingekommen sind,Johanna Spyri,Mountain life -- Juvenile fiction,Switzerland -- Fiction,NA,16,35650,German,2007-09-10
2571,Frank Merriwell's Bravery,Burt L. Standish,Western stories,Adventure and adventurers -- Juvenile fiction,NA,27,79297,English,2007-09-11
2572,Fêtes et coutumes populaires,Charles Le Goffic,France -- Social life and customs,Holidays -- France,NA,11,30383,French,2007-09-11
2573,"Punch, or the London Charivari, Vol. 146, February 11, 1914",Various,English wit and humor -- Periodicals,NA,NA,5,11934,English,2007-09-11
2574,The Best Portraits in Engraving,Charles Sumner,Portraits,Engraving,NA,19,7682,English,2007-09-11
2575,Le Tour du Monde; Afrique Orientale,Various,Geography -- Pictorial works -- Periodicals,Voyages and travels -- Periodicals,Travelers -- Periodicals,20,41980,French,2007-09-11
2576,"Punch, or the London Charivari, Vol. 146, February 18, 1914",Various,English wit and humor -- Periodicals,NA,NA,4,12774,English,2007-09-11
2577,Practical Grammar and Composition,Thomas Wood,English language -- Composition and exercises,"English language -- Grammar -- Problems, exercises, etc.",NA,159,62964,English,2007-09-11
2578,The Girl and the Kingdom,Kate Douglas Smith Wiggin,Kindergarten -- California -- San Francisco,NA,NA,6,9235,English,2007-09-11
2579,Bread Overhead,Fritz Leiber,Science fiction,Short stories,Business -- Fiction,43,4998,English,2007-09-11
2580,Het Geheimzinnige Eiland,Jules Verne,Science fiction,Adventure stories,NA,20,74201,Dutch,2007-09-11
2581,The Child-Voice in Singing,Francis E. Howard,Singing,Choral singing -- Juvenile,Voice culture,62,23606,English,2007-09-12
2582,Harrison's Amusing Picture and Poetry Book,Unknown,"Children's poetry, English",Picture books for children,NA,12,1858,English,2007-09-12
2583,The Highgrader,William MacLeod Raine,Western stories,NA,NA,50,69448,English,2007-09-12
2584,Four Years in Rebel Capitals,T. C. De Leon,"United States -- History -- Civil War, 1861-1865 -- Personal narratives, Confederate",Confederate States of America,Southern States -- Description and travel,27,142108,English,2007-09-12
2585,—And Devious the Line of Duty,Tom Godwin,Science fiction,NA,NA,59,13388,English,2007-09-12
2586,History of the Second Massachusetts Regiment of Infantry: Beverly Ford.,Oakey,"United States. Army. Massachusetts Infantry Regiment, 2nd (1861-1864)","United States -- History -- Civil War, 1861-1865 -- Regimental histories -- Massachusetts",NA,5,5836,English,2007-09-12
2587,Northern Nut Growers Association Thirty-Fourth Annual Report 19,rthern Nut Growers Association Thirty-Fourth Annual Report 1943,Northern Nut Growers Association -- Periodicals,Nut trees -- Periodicals,Nuts -- Periodicals,31,56866,English,2007-09-12
2588,From Lower Deck to Pulpit,Henry Cowling,Great Britain. Royal Navy -- Biography,NA,NA,5,21252,English,2007-09-12
2589,"Jubilation, U.S.A.",G. L. Vandenburg,Science fiction,Short stories,NA,9,3547,English,2007-09-12
2590,Wind,Charles L. Fontenay,Science fiction,Short stories,Space colonies -- Fiction,25,5813,English,2007-09-12
2591,"A Political History of the State of New York, Volumes 1-3",Alexander,New York (State) -- Politics and government,NA,NA,51,828,English,2007-09-12
2592,Ifigenio en Taŭrido,Johann Wolfgang von Goethe,Iphigenia (Mythological character) -- Drama,NA,NA,37,16838,Esperanto,2007-09-13
2593,The Shadow World,Hamlin Garland,Spiritualism,Parapsychology,NA,27,68003,English,2007-09-13
2594,Colonial Records of Virginia,Various,"Virginia -- History -- Colonial period, ca. 1600-1775 -- Sources",NA,NA,54,32822,English,2007-09-13
2595,At the Point of the Sword,Herbert Hayens,"Peru -- History -- War of Independence, 1820-1829 -- Fiction",NA,NA,5,96734,English,2007-09-14
2596,Measure for a Loner,Jim Harmon,Science fiction,Short stories,NA,12,4837,English,2007-09-14
2597,Question of Comfort,Les Cole,Science fiction,Short stories,NA,7,6879,English,2007-09-14
2598,The Story of the First Trans-Continental Railroad,William Francis Bailey,Railroads -- United States -- History,Union Pacific Railroad Company,NA,20,35705,English,2007-09-14
2599,The Hindu-Arabic Numerals,Louis Charles Karpinski and David Eugene Smith,Numerals,NA,NA,154,51045,English,2007-09-14
2600,How to Write Clearly: Rules and Exercises on English Composition,Abbott,English language -- Composition and exercises,NA,NA,54,35109,English,2007-09-14
2601,Hiawatha and the Iroquois Confederation,Horatio Hale,Iroquois Indians,"Hiawatha, active 15th century",NA,13,7543,English,2007-09-14
2602,"Punch, or the London Charivari, Vol. 150, January 5, 1916",Various,English wit and humor -- Periodicals,NA,NA,7,12246,English,2007-09-14
2603,Rational Horse-Shoeing,John E. Russell,Horseshoeing,NA,NA,9,7559,English,2007-09-14
2604,Children and Their Books,James Hosmer Penniman,Children's literature,Education,NA,7,6032,English,2007-09-15
2605,"Book-Lovers, Bibliomaniacs and Book Clubs",Henry Howard Harper,Book collecting,Bibliomania,Book clubs (Bookselling),34,13322,English,2007-09-15
2606,The Booklover and His Books,Harry Lyman Koopman,Books,NA,NA,41,55280,English,2007-09-15
2607,The Book-Hunter in London,W. Roberts,Book collecting,Bibliomania,Booksellers and bookselling -- England -- London,49,108245,English,2007-09-15
2608,A Book for All Readers,Ainsworth Rand Spofford,Books,Library science,NA,45,156047,English,2007-09-15
2609,"The Writings of James Russell Lowell in Prose and Poetry, Volume V",Lowell,United States -- Politics and government -- 1861-1865,United States -- Politics and government -- 1865-1869,NA,22,86542,English,2007-09-15
2610,"Punch, or the London Charivari, Vol. 150, January 19, 1916",Various,English wit and humor -- Periodicals,NA,NA,3,12582,English,2007-09-15
2611,The Fox and the Geese; and The Wonderful History of Henny-Penny,Anonymous,Animals -- Juvenile fiction,Children's stories,Nursery rhymes,17,2144,English,2007-09-15
2612,"Punch, or the London Charivari, Vol. 150, January 26, 1916",Various,English wit and humor -- Periodicals,NA,NA,15,12411,English,2007-09-15
2613,La Vie de M. de Molière,Jean-Léonor Le Gallois de Grimarest,"Molière, 1622-1673","Dramatists, French -- 17th century -- Biography -- Early works to 1800",NA,9,44735,French,2007-09-16
2614,A Pavorosa Illusão,Manuel Maria Barbosa du Bocage,Portuguese poetry,NA,NA,14,1535,Portuguese,2007-09-16
2615,A Scena do Odio,José de Almada Negreiros,Poetry,NA,NA,9,1825,Portuguese,2007-09-16
2616,"Salve, Rei!",Camilo Castelo Branco,Poetry,NA,NA,2,1132,Portuguese,2007-09-16
2617,"Chambers's Edinburgh Journal, No. 454",Various,Periodicals,NA,NA,5,21056,English,2007-09-16
2618,Cours familier de Littérature - Volume 01,Alphonse de Lamartine,Literature -- History and criticism,French literature -- History and criticism,France -- Politics and government -- 1789-1900,23,77777,French,2007-09-16
2619,International Copyright,George Haven Putnam,"Copyright, International",NA,NA,8,13577,English,2007-09-16
2620,"Researches on Cellulose, 1895-1900",E. J. Bevan and C. F. Cross,Cellulose,NA,NA,31,49466,English,2007-09-16
2621,"The New England Magazine, Volume 1, No. 1, January 1886",Various,New England -- Periodicals,NA,NA,12,35337,English,2007-09-16
2622,Aves Migradoras,Fialho de Almeida,Portuguese fiction -- 20th century,NA,NA,39,52925,Portuguese,2007-09-16
2623,Divinity,Joseph Samachson,Science fiction,Short stories,NA,13,6698,English,2007-09-16
2624,"Notes and Queries, Number 52, October 26, 1850",Various,Questions and answers -- Periodicals,NA,NA,13,13607,English,2007-09-16
2625,"Notes and Queries, Number 67, February 8, 1851",Various,Questions and answers -- Periodicals,NA,NA,2,14220,English,2007-09-16
2626,"An Ode Pronounced Before the Inhabitants of Boston, September the Seventeent"," Ode Pronounced Before the Inhabitants of Boston, September the Seventeenth,","Boston (Mass.) -- Centennial celebrations, etc.",NA,NA,4,3532,English,2007-09-16
2627,German Science Reader,Charles Frederick Kroeh,German language -- Readers -- Science,NA,NA,71,27164,German,2007-09-16
2628,"New-Yorker Staats-Zeitung, 16. Oktober 1915",Unknown,Germans -- United States -- Periodicals,"World War, 1914-1918 -- Photography",NA,20,2126,German,2007-09-16
2629,The Vortex Blaster,E. E. Smith,Science fiction,NA,NA,75,8093,English,2007-09-16
2630,Der Roman eines geborenen Verbrechers,Antonino M.,Criminals -- Biography,Autobiographies,Psychology,18,73926,German,2007-09-16
2631,An Account of Timbuctoo and Housa Territories in the Interior of Africa,Shabeeny,Morocco -- Description and travel,Sudan (Region) -- Description and travel,Tombouctou (Mali) -- Description and travel,64,134206,English,2007-09-16
2632,Á ventura,Teixeira de Pascoais,Portuguese poetry,NA,NA,8,694,Portuguese,2007-09-16
2633,"Souvenirs d'un sexagénaire, Tome I",A.-V. Arnault,Italy -- Description and travel,"Arnault, A.-V. (Antoine-Vincent), 1766-1834","Napoleon I, Emperor of the French, 1769-1821 -- Contemporaries",25,83382,French,2007-09-16
2634,Versos em honra do grande poeta Manoel Maria Barbosa du Bocage,Elisino Sadão,"Bocage, Manuel Maria Barbosa du, 1765-1805 -- Poetry",NA,NA,9,922,Portuguese,2007-09-16
2635,Die Postgeheimnisse,Heinrich August Raabe,Travel,Postal service,NA,9,14740,German,2007-09-16
2636,A Middle High German Primer,Joseph Wright,"German language -- Middle High German, 1050-1500 -- Readers","German language -- Middle High German, 1050-1500 -- Grammar",NA,170,54156,English,2007-09-16
2637,A Little Window,Jean M. Snyder,Poetry,NA,NA,4,3196,English,2007-09-16
2638,The Straw,Eugene O'Neill,American drama,NA,NA,53,30459,English,2007-09-16
2639,"Notes and Queries, Number 68, February 15, 1851",Various,Questions and answers -- Periodicals,NA,NA,9,14425,English,2007-09-16
2640,Multatuli,Jeanette van den Bergh van Eysinga-Elias,Multatuli,NA,NA,14,38641,Dutch,2007-09-16
2641,Lucifero,Mario Rapisardi,Poetry,NA,NA,8,62242,Italian,2007-09-16
2642,L'Innocente,Gabriele D'Annunzio,Italian fiction -- 19th century,NA,NA,47,77529,Italian,2007-09-16
2643,Santa Rita Pintor,Carlos Parreira,"Santa Rita, Guilherme Augusto Cau da Costa, 1889-1918 -- Appreciation -- Portugal",NA,NA,7,1297,Portuguese,2007-09-16
2644,"The Boy Scout Treasure Hunters; Or, The Lost Treasure of Buffalo Hollow",Lerrigo,Boy Scouts -- Juvenile fiction,NA,NA,11,48822,English,2007-09-17
2645,"Punch, or the London Charivari, Vol. 104, March 18, 1893",Various,English wit and humor -- Periodicals,NA,NA,1,8032,English,2007-09-17
2646,The Hunters of the Ozark,Edward Sylvester Ellis,Indians of North America -- Fiction,Shawnee Indians -- Fiction,Frontier and pioneer life -- Ozark Mountains -- Fiction,16,74496,English,2007-09-17
2647,A velha disciplina: Versos,Júlio Dumont,Poetry,NA,NA,4,918,Portuguese,2007-09-17
2648,O trophéo,C. Afonso dos Santos,Poetry,NA,NA,4,764,Portuguese,2007-09-17
2649,Laupeuden työt,Wilhelm Heinrich Riehl,German fiction -- Translations into Finnish,NA,NA,0,9956,Finnish,2007-09-17
2650,The Defence of Guenevere and Other Poems,William Morris,Arthurian romances -- Adaptations,English poetry -- 19th century,NA,47,30681,English,2007-09-17
2651,The Unsolved Riddle of Social Justice,Stephen Leacock,Socialism,Social problems,Economics,101,26514,English,2007-09-17
2652,A Campfire Girl's Test of Friendship,Jane L. Stewart,Camp Fire Girls -- Juvenile fiction,NA,NA,15,0,English,2007-09-17
2653,"Punch, or the London Charivari, Vol. 158, 1920-04-28",Various,English wit and humor -- Periodicals,NA,NA,18,12310,English,2007-09-17
2654,The Doctor of Pimlico: Being the Disclosure of a Great Crime,William Le Queux,Physicians -- Fiction,"Pimlico (London, England) -- Fiction",NA,45,59140,English,2007-09-17
2655,Nelka,Michael Moukhanoff,"Moukhanoff, Helen de Smirnoff, 1878-1963","Moukhanoff, Helen de Smirnoff, 1878-1963 -- Correspondence","Russia (Federation) -- History -- Revolution, 1917-1921 -- Personal narratives",2,35389,English,2007-09-17
2656,"Red Cap Tales, Stolen from the Treasure Chest of the Wizard of the Nor","d Cap Tales, Stolen from the Treasure Chest of the Wizard of the North","Scott, Walter, 1771-1832 -- Adaptations",NA,NA,53,85667,English,2007-09-17
2657,"Steam, Its Generation and Use",Babcock & Wilcox Company,"Steam-boilers, Water-tube",NA,NA,76,132452,English,2007-09-18
2658,Visitas ao Santissimo Sacramento e a Maria Santissima para todos os dias do m,sitas ao Santissimo Sacramento e a Maria Santissima para todos os dias do mez,"Mary, Blessed Virgin, Saint -- May devotions -- Portuguese",Catholic Church -- Prayers and devotions -- Portuguese,Lord's Supper -- Prayers and devotions -- Portuguese,13,47469,Portuguese,2007-09-18
2659,"Rede, gehalten bei der Eröffnung der Versammlung deutscher Naturforscher u","de, gehalten bei der Eröffnung der Versammlung deutscher Naturforscher und","Speeches, addresses, etc.",NA,NA,21,1756,German,2007-09-18
2660,King Candaules,Théophile Gautier,Fiction,NA,NA,9,20123,English,2007-09-18
2661,Clarimonde,Théophile Gautier,Horror tales,Vampires -- Fiction,NA,267,13283,English,2007-09-18
2662,The Mummy's Foot,Théophile Gautier,Short stories,Horror tales,NA,179,4356,English,2007-09-18
2663,A Ghetto Violet,Leopold Kompert,Jews -- Fiction,NA,NA,11,10988,English,2007-09-18
2664,The Severed Hand,Wilhelm Hauff,Fiction,Short stories,NA,28,5357,English,2007-09-18
2665,Christian Gellert's Last Christmas,Berthold Auerbach,Christmas stories,"Gellert, Christian Fürchtegott, 1715-1769",NA,16,10302,English,2007-09-18
2666,The Rainy Day Railroad War,Holman Day,Railroads -- Fiction,NA,NA,8,39097,English,2007-09-18
2667,Joan of Arc of the North Woods,Holman Day,Logging -- Fiction,NA,NA,11,88295,English,2007-09-18
2668,Poems of To-Day: an Anthology,Various,English poetry -- 19th century,English poetry -- 20th century,NA,27,36052,English,2007-09-18
2669,"The Young Miner; Or, Tom Nelson in California",Jr. Horatio Alger,Conduct of life -- Fiction,Miners -- Fiction,California -- Gold discoveries -- Fiction,19,43868,English,2007-09-18
2670,"Jack Wright and His Electric Stage; or, Leagued Against the James Boys",Senarens,Western stories,Adventure stories,"James, Jesse, 1847-1882 -- Fiction",20,36608,English,2007-09-19
2671,"Punch, or the London Charivari, Vol. 104, April 8, 1893",Various,English wit and humor -- Periodicals,NA,NA,9,8280,English,2007-09-19
2672,"Punch, or the London Charivari, Vol. 150, January 12, 1916",Various,English wit and humor -- Periodicals,NA,NA,7,11633,English,2007-09-19
2673,Plantation Sketches,Margaret Devereux,Plantation life,North Carolina -- Social life and customs,NA,16,31112,English,2007-09-19
2674,"Boy Scouts on Hudson Bay; Or, The Disappearing Fleet",G. Harvey Ralphson,Canada -- Juvenile fiction,Boy Scouts of America -- Juvenile fiction,Hudson  Bay -- Juvenile fiction,7,57369,English,2007-09-19
2675,Home Life in Colonial Days,Alice Morse Earle,United States -- Social life and customs -- To 1775,NA,NA,90,91475,English,2007-09-19
2676,"History of the United States, Volume 4",Elisha Benjamin Andrews,United States -- History,NA,NA,10,47341,English,2007-09-19
2677,"Greece and the Allies, 1914-1922",G. F. Abbott,"World War, 1914-1918 -- Greece",Greece -- Foreign relations,Greece -- Politics and government -- 1913-1917,30,88691,English,2007-09-19
2678,13 Sonetos,Arnaldo Forte,Poetry,NA,NA,25,1402,Portuguese,2007-09-19
2679,Canções,António Tomás Boto,Poetry,NA,NA,9,2834,Portuguese,2007-09-19
2680,The Biglow Papers,James Russell Lowell,Slavery -- United States -- Poetry,"Mexican War, 1846-1848 -- Poetry",NA,57,47688,English,2007-09-20
2681,The Life and Public Service of General Zachary Taylor: An Address,Lincoln,Generals -- United States -- Biography,Presidents -- United States -- Biography,"Taylor, Zachary, 1784-1850",10,7682,English,2007-09-20
2682,Secret Armies,John L. Spivak,Secret service -- Germany,"Propaganda, German",Fascism,63,42011,English,2007-09-20
2683,Practical Pointers for Patentees,Franklin Allison Cresee,Patents,NA,NA,23,31505,English,2007-09-20
2684,Patent Laws of the Republic of Hawaii,Hawaii,Patent laws and legislation -- Hawaii,NA,NA,12,8400,English,2007-09-20
2685,The Classification of Patents,United States. Patent Office,Patents -- United States,NA,NA,10,20073,English,2007-09-20
2686,Een strijd om de schatten van Alva: of De watergeuzen in 1572,H. Bertrand et al.,Historical fiction,"Netherlands -- History -- Eighty Years' War, 1568-1648 -- Juvenile fiction",NA,23,99421,Dutch,2007-09-20
2687,"Punch, or the London Charivari, Vol. 150, March 1, 1916",Various,English wit and humor -- Periodicals,NA,NA,6,10879,English,2007-09-20
2688,"Punch, or the London Charivari, Vol. 150, March 29, 1916",Various,English wit and humor -- Periodicals,NA,NA,6,11080,English,2007-09-20
2689,"The Confessions of a Caricaturist, Vol. 2",Harry Furniss,"Furniss, Harry, 1854-1925",Cartoonists -- Great Britain -- Biography,NA,20,82675,English,2007-09-20
2690,Rembrandt and His Works,John Burnet,"Rembrandt Harmenszoon van Rijn, 1606-1669",Etching -- Catalogs,NA,42,33725,English,2007-09-20
2691,"Punch, or the London Charivari, Vol. 104, March 11, 1893",Various,English wit and humor -- Periodicals,NA,NA,5,7936,English,2007-09-20
2692,Rippling Rhymes,Walt Mason,Poetry,Prose poems,NA,18,23684,English,2007-09-21
2693,A Book of Myths,Jean Lang,Mythology,"Mythology, Greek -- Juvenile literature",NA,492,93597,English,2007-09-21
2694,"The International Magazine, Volume 2, No. 2, January, 1851",Various,"Literature, Modern -- 19th century -- Periodicals","Art, Modern -- 19th century -- Periodicals",Science -- History -- Periodicals,54,140007,English,2007-09-21
2695,The Comedies of Terence,Terence,Terence -- Translations into English,Latin drama (Comedy) -- Translations into English,NA,34,78400,English,2007-09-21
2696,Colonel Crockett's Co-operative Christmas,Rupert Hughes,Christmas stories,Epistolary fiction,NA,5,5811,English,2007-09-21
2697,"Punch, or the London Charivari, Vol. 150, February 23, 1916",Various,English wit and humor -- Periodicals,NA,NA,8,11127,English,2007-09-21
2698,"Punch, or the London Charivari, Vol. 104, April 1, 1893",Various,English wit and humor -- Periodicals,NA,NA,1,7933,English,2007-09-21
2699,Pipefuls,Christopher Morley,Essays,NA,NA,37,56657,English,2007-09-21
2700,Brittany & Its Byways,Mrs. Bury Palliser,Brittany (France) -- Description and travel,NA,NA,28,63998,English,2007-09-21
2701,The Blindman's World,Edward Bellamy,Short stories,United States -- Social life and customs -- 19th century -- Fiction,NA,18,7219,English,2007-09-21
